Issue #	Year	Source	Section	Original Citation	
58	1999	http://kolonna.mitin.com/archive/mj58/	коллекция	Джеймс ДЖОЙС. Из Финнеганова Уэйка, перевод Анри Волохонского, продолжение	
58	1999	http://kolonna.mitin.com/archive/mj58/	из американской антологии	Чарльз БУКОВСКИ. Термиты страниц, переводы К. Медведева и Д. Зайцева	
58	1999	http://kolonna.mitin.com/archive/mj58/	из американской антологии	Кларк КУЛИДЖ. В Египте, перевод А. Уланова	
58	1999	http://kolonna.mitin.com/archive/mj58/	из американской антологии	Диаманда ГАЛАС. Из книги "Говно Бога", перевод Д. В.	
58	1999	http://kolonna.mitin.com/archive/mj58/	из американской антологии	Стив ЗИЛЬБЕРМАН. Мальчики Аллена, перевод И. Фальковского	
58	1999	http://kolonna.mitin.com/archive/mj58/	из американской антологии	Чарльз СИМИК. Не в ладах с бесконечностью, перевод Д. Кузьмина	
58	1999	http://kolonna.mitin.com/archive/mj58/	из американской антологии	Майя ДЕРЕН. Нет снисхожденья к невинным, перевод Д. Волчека	
58	1999	http://kolonna.mitin.com/archive/mj58/	по чужим страницам	Александр ГОЛЬДШТЕЙН. Из статьи "Три прозы в стихах"	
58	1999	http://kolonna.mitin.com/archive/mj58/	по чужим страницам	Глеб МОРЕВ. Взамен кадильных роз	
58	1999	http://kolonna.mitin.com/archive/mj58/	apropos	Дмитрий РОЗИН. Оборона Севастополя	
58	1999	http://kolonna.mitin.com/archive/mj58/	apropos	Федор ФРАНЦЕВ. Путевое впечатление	
58	1999	http://kolonna.mitin.com/archive/mj58/	apropos	Эндрю ВАКС. Обещание	
58	1999	http://kolonna.mitin.com/archive/mj58/	apropos	Дмитрий ПОДКОВЫРИН. Обратная перспектива	
58	1999	http://kolonna.mitin.com/archive/mj58/	apropos	Псой КОРОЛЕНКО. Пидоры и пидоры	
58	1999	http://kolonna.mitin.com/archive/mj58/	Об авторах этого номера		
59	2001	http://kolonna.mitin.com/archive/mj59/	тексты	Георгий Осипов. Подстерегатель	
59	2001	http://kolonna.mitin.com/archive/mj59/	тексты	Илья Масодов. Небесная соль, Сука, Гниды, Там, Автобус, Экзамен	
59	2001	http://kolonna.mitin.com/archive/mj59/	тексты	Константин Плешаков. Безнравственные письма к Луциллию. Сады Латерана.	
59	2001	http://kolonna.mitin.com/archive/mj59/	тексты	Сергей Юрьенен. Германикус.	
59	2001	http://kolonna.mitin.com/archive/mj59/	коллекция	Уильям Берроуз. Дезинсектор!, перев. Д. Волчека	
59	2001	http://kolonna.mitin.com/archive/mj59/	коллекция	Гай Давенпорт. Погребальный поезд Хайле Селассие, Мистер Чёрчъярд и тролль, Листья бронзовые и багряные, Мы часто думаем о Ленине на фабрике прищепок, перев. М. Немцова	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	Алистер Кроули. Военная хитрость. Флотские нужды. Просто собака. То, что называют аллегорией (перев. Д. Волчека) Liber A'Ash, Liber Israfel, Liber Khet (перев. Г. Осипова). Любовь. --> Гимн Пану (перев. А.Остапчук).	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	Джон Саймондс. Из книги "Зверь 666" (перев. М.Нестеровой и А.Чернова). Из книги "Голова медузы" (перев. Д. Волчека). Интервью Д.Волчека с Д. Саймондсом.	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	Уильям Райан. Великий Зверь в России (перев. А.Остапчук)	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	История ОТО и Гностической Католической церкви (перев. и предисловие А.Остапчук)	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	Петер Р. Кёниг. Фридрих Меллингер: Гнозис на сцене (перев. Л.Николенко)	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	Письмо Мишеля Бертье Гэри Келли	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	Sunny Shah. Сексуальная образность в ранней поэзии А. Кроули (перев. Д.В.)	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	Майкл Стейли. Видение и голос, Возлюбленный Бабалон (перев. А. Остапчук)	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	Кеннет Грант. Из книги "Против света" (перев. Д.В.)	
59	2001	http://kolonna.mitin.com/archive/mj59/	crowleyana	Сну Уилсон. Из книги "Я, Кроули" (перев. Д. Волчека)	
59	2001	http://kolonna.mitin.com/archive/mj59/	другая коллекция	Кирилл Кобрин. Порнография и Буржуазия	
59	2001	http://kolonna.mitin.com/archive/mj59/	другая коллекция	Дэвид Демчук. Семь снов, перев. Д. В.	
59	2001	http://kolonna.mitin.com/archive/mj59/	другая коллекция	Деннис Купер. Из книги "Полиция мечты", перев. Я. Могутина	
59	2001	http://kolonna.mitin.com/archive/mj59/	другая коллекция	Питер Сотос. По полной программе, перев. Л.Д.	
59	2001	http://kolonna.mitin.com/archive/mj59/	женские истории	Моник Виттиг. Женщиной не рождаются. Гендерная маркировка. Натуральное мышление, перев. О. Липовской	
59	2001	http://kolonna.mitin.com/archive/mj59/	женские истории	Валери Соланас. Манифест ОПУМ, перев. О. Липовской	
59	2001	http://kolonna.mitin.com/archive/mj59/	женские истории	Маруся Климова. День ВДВ	
59	2001	http://kolonna.mitin.com/archive/mj59/	Василий Кондратьев (1967-1999)	Аркадий Драгомощенко. Странствующие/Путешествующие.	
59	2001	http://kolonna.mitin.com/archive/mj59/	Василий Кондратьев (1967-1999)	Игорь Вишневецкий. Памяти Василия Кондратьева.	
59	2001	http://kolonna.mitin.com/archive/mj59/	Василий Кондратьев (1967-1999)	Гораций Уолпол. Иероглифические сказки, перев. В.Кондратьева	
59	2001	http://kolonna.mitin.com/archive/mj59/	apropos	Анри Волохонский. Забытые песни	
59	2001	http://kolonna.mitin.com/archive/mj59/	apropos	Шиш Брянский. Когда я был микробом	
60	2002	http://kolonna.mitin.com/archive/mj60/	Тексты	Амир Ваддах аль-Амири. Лунный фарш.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Тексты	Денис Иоффе. Зыбь и фарисейство рогатого поголовья.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Тексты	Георгий Осипов. Цыганский подкидыш Памиранц.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Тексты	Юлия Кисина. Змееводство. Эпизодек. Два Исуса	
60	2002	http://kolonna.mitin.com/archive/mj60/	Тексты	Егорий Простоспичкин. Лиса и ключ. Приворотное зелье. Рабби Гитлер. Сектор Газа. Гиблое место. Человеческие формы. Кто не тупит в покое своих инструментов. Три березовых прута. Суккуб. Формула погрешности смещения божьих коровок. Случай на лужайке.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Тексты	Илья Масодов. Синие нитки. Мороженщица.	
60	2002	http://kolonna.mitin.com/archive/mj60/	El Hombre Invisible	Уильям Берроуз. Здесь Ах Пуч. Пидор. Сауна Синки.	
60	2002	http://kolonna.mitin.com/archive/mj60/	El Hombre Invisible	Джейми Рассел. "Пидор" Берроуза: вопреки парадигме.	
60	2002	http://kolonna.mitin.com/archive/mj60/	El Hombre Invisible	Брайон Гайсин. Короткое путешествие в Аламут, Священный псилоцибин и волшебные грибы.	
60	2002	http://kolonna.mitin.com/archive/mj60/	El Hombre Invisible	Дуглас Кан. Технологии физиологических коммуникаций у Уильяма Берроуза и Л. Рона Хаббарда	
60	2002	http://kolonna.mitin.com/archive/mj60/	El Hombre Invisible	Марк Эверт. Мальчик для Билла Берроуза	
60	2002	http://kolonna.mitin.com/archive/mj60/	Crowleyana	Алистер Кроули. Завещание Магдалины Блэр. Недостойный. После грехопадения. Кокаин.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Crowleyana	Анна Остапчук. Поэт и Зверь.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Crowleyana	Джин Овертон Фуллер. Парижские работы.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Crowleyana	Frater Achad Osher. Кроули как литературный образ.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Дальше	Шиш Брянский. Предпосмертное. Из цикла "Ностальгический песенник".	
60	2002	http://kolonna.mitin.com/archive/mj60/	Дальше	Ярослав Могутин. Говно Гааги	
60	2002	http://kolonna.mitin.com/archive/mj60/	Дальше	Елена Костылева. Эротика и лирика.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Дальше	Александр Шаталов. Цветок	
60	2002	http://kolonna.mitin.com/archive/mj60/	Дальше	Кирилл Медведев. Все плохо	
60	2002	http://kolonna.mitin.com/archive/mj60/	Коллекция	Моник Виттиг. Из романа "Партизанки".	
60	2002	http://kolonna.mitin.com/archive/mj60/	Коллекция	Луи-Фердинанд Селин. Из романа "Север".	
60	2002	http://kolonna.mitin.com/archive/mj60/	Коллекция	Павел Улитин. Ворота Кавказа.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Коллекция	Пол Боулз. Ты не я. Скорпион. Круглая долина. Мескалиновое письмо. Всего ничего	
60	2002	http://kolonna.mitin.com/archive/mj60/	livejournal.com	Александр Милованов. Дневник А.М., май-декабрь 2001	
60	2002	http://kolonna.mitin.com/archive/mj60/	livejournal.com	Аркадий Драгомощенко, Маргарита Меклина. Год на право переписки.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Персонажи	Р.Б. Рассел. Краткая биография графа Стенбока. Эрик Стенбок, Подлинная история вампира, Святой Венанций наших дней, Жирандола, История наплечника.	
60	2002	http://kolonna.mitin.com/archive/mj60/	Персонажи	Иван Толстой. В акустическом вакууме Памяти Николая Моршена	
60	2002	http://kolonna.mitin.com/archive/mj60/	Персонажи	Игорь Ваганов. Дикий мир Лидии Ланч. Лидия Ланч. Тексты разных лет	
60	2002	http://kolonna.mitin.com/archive/mj60/	apropos	Маруся Климова. Моя история русской литературы.	
60	2002	http://kolonna.mitin.com/archive/mj60/	apropos	Анри Волохонский. Монголия и далее.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Тексты	Алексей Цветков. Звук.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Тексты	Егорий Простоспичкин. Когда утренняя звезда на востоке и западе. Две зажигалки. Сказание о старике в звериной шкуре. Золотая коза. Мельница Иакова. Мариина Юность. Дядя Ваня. Послание Ее Святейшества Наргал Одооноит Слогное-Гхрое.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Тексты	Василий Ломакин. Из циклов "СССР", "Песни Тримальхиона", "DXM", "Мелочи".	
61	2003	http://kolonna.mitin.com/archive/mj61/	Тексты	Иван Поликаров. Цветок и мальчик. Зимняя встреча. Квартира. Друзья есть друзья. История о семи головах.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Тексты	Сергей Юрьенен. Пани П***	
61	2003	http://kolonna.mitin.com/archive/mj61/	Коллекция	Анджела Картер. Золушка или Дух матери. Впечатления: Райтсменова Магдалина. Алиса в Праге или Странная Комната. (перев. И Карича).	
61	2003	http://kolonna.mitin.com/archive/mj61/	Коллекция	Кристиан Крахт. Песнь волшебника. (перев. Т. Баскаковой)	
61	2003	http://kolonna.mitin.com/archive/mj61/	Коллекция	Пол Боулз. Фких. Донья Фаустина. День с Антеем. (перев. М. Немцова)	
61	2003	http://kolonna.mitin.com/archive/mj61/	Коллекция	Брайон Гайсин. Заложники. Эль-Ларби. Неужели я? (перев. Д. Волчека)	
61	2003	http://kolonna.mitin.com/archive/mj61/	Коллекция	Поппи З. Брайт. Вкус полыни. Нектар души. (перев. О. Мороза и М. Якубович)	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Джеймс Киркап. Памяти Габриэль Витткоп.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Габриэль Витткоп. Некрофил. Смерть С. (перев. А. Величко)	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Марсель Морэ. Жорж Батай и смерть Лауры.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Жорж Батай. Жизнь Лауры.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Лаура. История одной девочки. Фрагмент эротического текста.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Жорж Батай. Могила Лауры (перев. О. Волчек и С. Фокина)	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Дмитрий Волчек. Отсчет бегемотов.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Алехандро Ходоровский. Интервью газетам La Reforma и El Angel (перев. А. Асланянца). Альбина и мужчины-псы. (перев. В. Петрова)	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Пьер Гийота. Эдем. Эдем. Эдем. (перев. Ф. Кондратовича).	
61	2003	http://kolonna.mitin.com/archive/mj61/	Персонажи	Маруся Климова. Беседы с Пьером Гийота.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Прозектура	Евгений Горный. Некрофилия как структура сознания.	
61	2003	http://kolonna.mitin.com/archive/mj61/	Прозектура	Кирилл Кобрин. Мифологемы священной пионерии	
61	2003	http://kolonna.mitin.com/archive/mj61/	Прозектура	Денис Иоффе. От Блока к Хармсу - пертурбации "текста жизни" и "текста поэзии".	
61	2003	http://kolonna.mitin.com/archive/mj61/	Прозектура	Анри Волохонский. Рассуждения о поэме Николая Заболоцкого "Рубрук в Монголии"	
61	2003	http://kolonna.mitin.com/archive/mj61/	Архив	Андре Жид. Дневник, 1889-1895 (перев. Э. Войцеховской)	
61	2003	http://kolonna.mitin.com/archive/mj61/	Архив	Рональд Фирбенк. О причудах кардинала Пирелли. (перев. В. Купермана)	
62	2005	http://kolonna.mitin.com/?page=books&id=20	ТЕКСТЫ	Юлия Кисина. Приятный гробовщик. Белая. Настоящие богачи. Соблюдения заветов. Сын аптекаря. Милосердные братья. Когда кости встанут и пойдут, взявшись за руки....	
62	2005	http://kolonna.mitin.com/?page=books&id=20	ТЕКСТЫ	Алексей Цветков. Паранджа.	
62	2005	http://kolonna.mitin.com/?page=books&id=20	ТЕКСТЫ	Сергей Уханов. Неосторожность сл.	
62	2005	http://kolonna.mitin.com/?page=books&id=20	ТЕКСТЫ	Гарик Осипов. Сермягина церква. Вкусы Власа. Быстрые шахматы. Моцарт и Салье.	
62	2005	http://kolonna.mitin.com/?page=books&id=20	ПЕРСОНАЖИ	Райнхард Йиргль. Собачьи ночи. Татьяна Баскакова. Сотворение мифа из сора повседневности: Райнхард Йиргль и его истории о Крови, Сексе & Смерти.	
62	2005	http://kolonna.mitin.com/?page=books&id=20	ПЕРСОНАЖИ	Рауль Руис. В поисках острова сокровищ. Интервью журналам "Positif" и "Mirroir de cinéma", перевод Н. Хотинской и И. Мурашкинцевой	
62	2005	http://kolonna.mitin.com/?page=books&id=20	ТЕОРИИ	Уильям Берроуз. Границы контроля. Оно принадлежит огурцам. Les Voleurs. Вспоминая Джека Керуака. Послание умнику, перев. И. Карича и М. Гунина	
62	2005	http://kolonna.mitin.com/?page=books&id=20	КОЛЛЕКЦИЯ	Габриэль Витткоп. Сон разума. Цена вещей, перев. А. Величко	
62	2005	http://kolonna.mitin.com/?page=books&id=20	КОЛЛЕКЦИЯ	Томас Лиготти. Беседы на мертвом языке. Осеннее, перев. К. Лебедевой	
62	2005	http://kolonna.mitin.com/?page=books&id=20	BLOG	Александр Маркин. Дневник Untergeher'a	
62	2005	http://kolonna.mitin.com/?page=books&id=20	АРХИВ	Роберт Вальзер. История Хельблинга. Тобольд. Деревенская история. Маскарад. Как я провел воскресенье, перевод и предисловие Анны Глазовой.	
62	2005	http://kolonna.mitin.com/?page=books&id=20	АРХИВ	Эрик Стенбок. Та сторона. Дитя души. Фауст, предисловие Джереми Рида, перев. В Вотрина и С. Трофимова	
62	2005	http://kolonna.mitin.com/?page=books&id=20	IN PROGRESS	Маруся Климова. Из романа "Лиса и Журавль"	
63	2005	http://kolonna.mitin.com/?page=books&id=18	ТЕКСТЫ	Андрей Башаримов. Феррум. Висмут	
63	2005	http://kolonna.mitin.com/?page=books&id=18	ТЕКСТЫ	Шиш Брянский. Стихотворения	
63	2005	http://kolonna.mitin.com/?page=books&id=18	ТЕКСТЫ	Вадим Калинин. Паровоз Желание. Кукушкины слезы	
63	2005	http://kolonna.mitin.com/?page=books&id=18	ПЕРСОНАЖИ	Гай Давенпорт. Антропология застольных манер. Нет, но я читал роман. Хоббитство. Рёскин. Виттгенштейн, предисловие М. Немцова, перев. М. Немцова и А. Цветкова	
63	2005	http://kolonna.mitin.com/?page=books&id=18	ПЕРСОНАЖИ	Франсуа Ожьерас. Старик и мальчик. Ученик чародея, перевод и предисловие А. Поповой	
63	2005	http://kolonna.mitin.com/?page=books&id=18	ПЕРСОНАЖИ	Роберт Ирвин. Постоянство ложной памяти. Интервью Остапа Кармоди с Робертом Ирвином	
63	2005	http://kolonna.mitin.com/?page=books&id=18	КОЛЛЕКЦИЯ	Алехандро Ходоровский. Общество цветущего клубня, перев. В. Петрова	
63	2005	http://kolonna.mitin.com/?page=books&id=18	КОЛЛЕКЦИЯ	Пьер Гийота. Могила для пятисот тысяч солдат, перев. М. Иванова	
63	2005	http://kolonna.mitin.com/?page=books&id=18	АРХИВ	Джин Овертон Фуллер. Магическая дилемма Виктора Нойбурга, перевод Л. Емельянова. Наталья Голицына. Интервью с Джин Овертон Фуллер	
63	2005	http://kolonna.mitin.com/?page=books&id=18	АРХИВ	Инджрих Штырский. Эмилия и другие сны, предисловие Карела Српа, перев. А Бобракова	
63	2005	http://kolonna.mitin.com/?page=books&id=18	АРХИВ	Василий Кондратьев. Из неопубликованного, публикация В. Эрля	
63	2005	http://kolonna.mitin.com/?page=books&id=18	АРХИВ	Андре Жид. Дневник 1895-1901, перев. Э. Войцеховской	
63	2005	http://kolonna.mitin.com/?page=books&id=18	IN PROGRESS	Ярослав Могутин. Из книги "Бархатная мафия"	
64	2010	http://kolonna.mitin.com/?page=books&id=171	НОВОЕ	Артур Аристакисян. Вырезанный живот. Мгновенный человек	
64	2010	http://kolonna.mitin.com/?page=books&id=171	НОВОЕ	Василий Ломакин. Новые тексты	
64	2010	http://kolonna.mitin.com/?page=books&id=171	НОВОЕ	Егорий Простоспичкин. Обряд жертвоприношения ребенка. Опыты по манипуляции сознанием. Привязанная. Новая пища. Смеркалось	
64	2010	http://kolonna.mitin.com/?page=books&id=171	НОВОЕ	Юлия Кисина. Микропроза	
64	2010	http://kolonna.mitin.com/?page=books&id=171	КОЛЛЕКЦИЯ	Татьяна Баскакова. Кто такой мистер Григг? Ханс Хенни Янн. Циркуль, пер. Т. Баскаковой	
64	2010	http://kolonna.mitin.com/?page=books&id=171	КОЛЛЕКЦИЯ	Джеймс Парди. Вечеринка у Лили, Брэвис, пер. В. Нугатова и Д. Волчека	
64	2010	http://kolonna.mitin.com/?page=books&id=171	КОЛЛЕКЦИЯ	Алехандро Ходоровский. Случай обезвоживания у детей. Печальная история Беловара и Белины. Смерть ребе, пер. В. Петрова	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ДОСЬЕ ГАБРИЭЛЬ ВИТТКОП	Павел Соболев. Введение в поэтику Габриэль Витткоп	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ДОСЬЕ ГАБРИЭЛЬ ВИТТКОП	Габриэль Витткоп. Пикпюсовские гномы. Зимние создания. Кость. Моментальный снимок. История крокодила. Интервью Николя Делеклюзу. Интервью Фелиси Дюбуа, пер. В. Нугатова и О. Гринвуд	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ДОСЬЕ ГАБРИЭЛЬ ВИТТКОП	Юстус Франц Витткоп. Бланкгаупт размышляет о фактах, масках и мифах своей жизни, а также о смерти, пер. В. Нугатова	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ДОСЬЕ ОСВАЛЬДО ЛАМБОРГИНИ	Михаил Осокин. Освальдо Ламборгини, убийца литературы	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ДОСЬЕ ОСВАЛЬДО ЛАМБОРГИНИ	Освальдо Ламборгини. Фьорд. Дочери Гегеля. Утреннее. Из поэмы «Себрегонди возвращается». Пролетарский ребенок, пер. В. Петрова, комм. М. Осокина	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ДОСЬЕ ОСВАЛЬДО ЛАМБОРГИНИ	Интервью и библиография О. Ламборгини	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ANUS MUNDI	Борис Виан. О пользе эротической литературы. Трахула, пер. В. Нугатова	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ANUS MUNDI	Максим Артемьев. Тайная жизнь Уолтера и его современников. Уолтер. Моя тайная жизнь, пер. М. Артемьева	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ANUS MUNDI	Марсель Жуандо. Тиресий. Эд Мэдден. Анус Тиресия: содомия, алхимия, метаморфоз, пер. В. Нугатова	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ANUS MUNDI	Ролан Топор. Подлинное естество Дɇвы Марiи, пер. С. Панкова	
64	2010	http://kolonna.mitin.com/?page=books&id=171	ANUS MUNDI	Дмитрий Мамулия. Анальные Розы	
65	2011	http://kolonna.mitin.com/?page=books&id=187	НОВОЕ	Александр Ильянен. Roman roman	
65	2011	http://kolonna.mitin.com/?page=books&id=187	НОВОЕ	Аркадий Драгомощенко. Впадины на голове	
65	2011	http://kolonna.mitin.com/?page=books&id=187	НОВОЕ	Сергей Уханов. Макраме	
65	2011	http://kolonna.mitin.com/?page=books&id=187	ТЕАТР	Валерий Печейкин. Моя Москва	
65	2011	http://kolonna.mitin.com/?page=books&id=187	КОЛЛЕКЦИЯ	Гай Давенпорт. Снежное поле на склоне Розенберга, перевод М. Немцова	
65	2011	http://kolonna.mitin.com/?page=books&id=187	КОЛЛЕКЦИЯ	Роберт Вальзер. Стихотворения, перевод А. Глазовой, М. Белорусца, А. Филиппова	
65	2011	http://kolonna.mitin.com/?page=books&id=187	КОЛЛЕКЦИЯ	 Герта Крефтнер. Парижский дневник, перевод М. Белорусца 	
65	2011	http://kolonna.mitin.com/?page=books&id=187	АРХИВ	«Ничего особенного, но какая жизнь». Константин Сомов в 1926 году, публикация, предисловие и комментарии П. Голубева	
66	2013	http://kolonna.mitin.com/?page=books&id=212	НОВОЕ	Александр Маркин. Из дневника 2011-2012	
66	2013	http://kolonna.mitin.com/?page=books&id=212	НОВОЕ	Василий Ломакин. Первый снег	
66	2013	http://kolonna.mitin.com/?page=books&id=212	НОВОЕ	Юлия Кисина. Тасманский волк	
66	2013	http://kolonna.mitin.com/?page=books&id=212	НОВОЕ	Маруся Климова. Из книги «Безумная мгла»	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Макс Пам. На смерть Герарда Реве, перевод О. Гришиной	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Герард Реве. Отрывок из романа «Вечера», перевод О. Гришиной	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Том Родувейн. Быть алкоголиком более не благопристойно, перевод О. Гришиной	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Хюб Моус. Герард Реве в Vinea Domini, перевод О. Гришиной	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Герард Реве. Четыре защитительные речи, перевод О. Гришиной	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Хенк ван ден Босх. Господь Герарда Реве, перев. О. Гришиной	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Андреас Синаковски. Он был узником мира, который создал в своем воображении.	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Герард Реве. Сказки о коричневой колбаске, перевод О. Гришиной	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Фриц Абрахамс. Кошки писателей, перевод О. Гришиной	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ГЕРАРДА РЕВЕ	Герард Реве. Из собрания стихотворений, перевод С. Захаровой	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ЭРВЕ ГИБЕРА	Алексей Воинов. Эрве Гибер. Биоматериал	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ЭРВЕ ГИБЕРА	Эрве Гибер. Одно-единственное лицо. Письма из Египта.Псы, перевод А. Воинова	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ЭРВЕ ГИБЕРА	Кристиан Солей. Разговор с двумя детьми, перевод А. Воинова	
66	2013	http://kolonna.mitin.com/?page=books&id=212	ДОСЬЕ ЭРВЕ ГИБЕРА	Павел Соболев. Наслаждаясь и страдая, торгуясь и безумствуя,изменяя мимолетности с глубиной	
66	2013	http://kolonna.mitin.com/?page=books&id=212	КОЛЛЕКЦИЯ	Оскар Баум. Из книги «Жизнь на берегу», перевод и предисловие А. Глазовой	
66	2013	http://kolonna.mitin.com/?page=books&id=212	КОЛЛЕКЦИЯ	Алистер Кроули. Абсент: зеленая фея, перевод В. Нугатова	
66	2013	http://kolonna.mitin.com/?page=books&id=212	КОЛЛЕКЦИЯ	Ярослав Старцев. Рифмованная изнанка средневекового разума	
66	2013	http://kolonna.mitin.com/?page=books&id=212	КОЛЛЕКЦИЯ	Джеймс Джойс. Из «Финнеганова Уэйка», переложение А. Волохонского	
66	2013	http://kolonna.mitin.com/?page=books&id=212	АРХИВ	Павел Улитин. Капричос, публикация И. Ахметьева	
66	2013	http://kolonna.mitin.com/?page=books&id=212	АРХИВ	Ольга Комарова. Виолетта, публикация О. Зоберна	
66	2013	http://kolonna.mitin.com/?page=books&id=212	IN MEMORIAM:	Аркадий Драгомощенко (1946-2012) Тень черепахи, публикация З. Драгомощенко Шелковичным червем по воздуху (из писем Анне Глазовой)	
67	2014	http://kolonna.mitin.com/?page=books&id=225	НОВОЕ	Андрей Башаримов. Французский цикл	
67	2014	http://kolonna.mitin.com/?page=books&id=225	НОВОЕ	Сергей Уханов. Костяной приапизм и другие рассказы	
67	2014	http://kolonna.mitin.com/?page=books&id=225	НОВОЕ	Алексей Радов. Онёгин	
67	2014	http://kolonna.mitin.com/?page=books&id=225	НОВОЕ	Денис Иоффе. Отправление серафима	
67	2014	http://kolonna.mitin.com/?page=books&id=225	НОВОЕ	Валерий Печейкин. Маленький герой	
67	2014	http://kolonna.mitin.com/?page=books&id=225	НОВОЕ	Игорь Бобырев. Некоторые стихотворения 2013-2014 годов	
67	2014	http://kolonna.mitin.com/?page=books&id=225	НОВОЕ	Василий Ломакин. Когда люди умрут	
67	2014	http://kolonna.mitin.com/?page=books&id=225	НОВОЕ	Артур Аристакисян. Подсаженная проститутка	
67	2014	http://kolonna.mitin.com/?page=books&id=225	НОВОЕ	Лида Юсупова. Папа с2-с4 и Dead Dad	
67	2014	http://kolonna.mitin.com/?page=books&id=225	ДОСЬЕ РАУЛЯ РУИСА	Хасинто Лагейра. Кино главное и кино второстепенное, перевод Е. Мурашкинцевой	
67	2014	http://kolonna.mitin.com/?page=books&id=225	ДОСЬЕ РАУЛЯ РУИСА	Рауль Руис, Бенуа Петерс. Экспресс «Транспатагония», перевод Н. Хотинской	
67	2014	http://kolonna.mitin.com/?page=books&id=225	ДОСЬЕ РАУЛЯ РУИСА	Эйрё Вага. Все облака - часы, перевод Е. Жирновой	
67	2014	http://kolonna.mitin.com/?page=books&id=225	ДОСЬЕ РАУЛЯ РУИСА	Рауль Руис. Образы образов, перевод Д. Мартова и Л. Смирновой	
67	2014	http://kolonna.mitin.com/?page=books&id=225	ДОСЬЕ РАУЛЯ РУИСА	Рауль Руис. Каменный гость, перевод Д. Савосина	
